"","pm.id","pm.uid","pm.type","ncaa_id","team","season","division","jersey","name","position","height","class","major","hometown","homestate","high_school","previous_school","url","hometown_cleaned","pm.address","pm.state","country","temp","Continent","Region"
"1087",5489,3225,"unknown",388,"Marshall",2024,"I","11","Pablo Simon","M","5' 8""","Sr.",NA,"Elche"," Alicante, Spain","IES Cayetano Sempere","Elche CF","https://herdzone.com/sports/mens-soccer/roster/pablo-simon/8121","ELCHE, ALICANTE, SPAIN","ELCHE ALICANTE SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1088",5496,3230,"unknown",388,"Marshall",2024,"I","20","Alexander Stjernegaard","M","5' 7""","Jr.",NA,"Rungsted Kyst"," Denmark","Bagsværd Kostskole og Gymnasium","Quinnipiac","https://herdzone.com/sports/mens-soccer/roster/alexander-stjernegaard/8124","RUNGSTED KYST, DENMARK","RUNGSTED KYST DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1089",5497,1507,"unknown",388,"Marshall",2024,"I","21","Theo Godard","D/M","5' 9""","Jr.",NA,"Dijon"," France","Arcades","Gardner-Webb","https://herdzone.com/sports/mens-soccer/roster/theo-godard/8108","DIJON, FRANCE","DIJON FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1090",5499,125,"unknown",388,"Marshall",2024,"I","25","Max Maneke","D","5' 11""","Fr.",NA,"Paris"," France","The Woodstock Academy",NA,"https://herdzone.com/sports/mens-soccer/roster/max-maneke/9932","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1091",5500,1475,"unknown",388,"Marshall",2024,"I","31","Rai Pinto","D","5' 9""","So.",NA,"Porto"," Portugal",NA,"FC Porto U19/Famalicão U23","https://herdzone.com/sports/mens-soccer/roster/rai-pinto/8112","PORTO, PORTUGAL","PORTO PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"1092",5502,462,"unknown",388,"Marshall",2024,"I","33","Aleksa Janjic","GK","6' 3""","Jr.",NA,"Belgrade"," Serbia",NA,"Wingate University","https://herdzone.com/sports/mens-soccer/roster/aleksa-janjic/9929","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"1093",5511,3235,"unknown",400,"Massachusetts",2024,"I","4","Aidan Kelly","D","5' 10""","Jr.",NA,"Belfast"," Northern Ireland","St. Malachy's College Belfast",NA,"https://umassathletics.com/sports/mens-soccer/roster/aidan-kelly/16715","BELFAST, NORTHERN IRELAND","BELFAST NORTHERN IRELAND",NA,"NORTHERN IRELAND","NORTHERN IRELAND","Europe","Northern Europe"
"1094",5514,340,"unknown",400,"Massachusetts",2024,"I","7","Johan Feilscher","F","6' 2""","Gr.",NA,"Hamburg"," Germany","Holstenschule",NA,"https://umassathletics.com/sports/mens-soccer/roster/johan-feilscher/16726","HAMBURG, GERMANY","HAMBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1095",5532,3244,"unknown",404,"Memphis",2024,"I","0","Filip Sabatti","GK",NA,"Jr.",NA,"Porec"," Croatia","Pula School of Economics","La Salle","https://gotigersgo.com/sports/mens-soccer/roster/filip-sabatti/11506","POREC, CROATIA","POREC CROATIA",NA,"CROATIA","CROATIA","Europe","Southern Europe"
"1096",5535,23,"unknown",404,"Memphis",2024,"I","2","Konstantinos Marneros","MF","5' 9""","So.",NA,"Limassol"," Cyprus",NA,NA,"https://gotigersgo.com/sports/mens-soccer/roster/konstantinos-marneros/11517","LIMASSOL, CYPRUS","LIMASSOL CYPRUS",NA,"CYPRUS","CYPRUS","Europe","Southern Europe"
"1097",5536,3245,"unknown",404,"Memphis",2024,"I","3","Samuel Magda","D/MF",NA,"Fr.",NA,"Kosice"," Slovakia","Technical University of Kosice",NA,"https://gotigersgo.com/sports/mens-soccer/roster/samuel-magda/11515","KOSICE, SLOVAKIA","KOSICE SLOVAKIA",NA,"SLOVAKIA","SLOVAKIA","Europe","Eastern Europe"
"1098",5537,3246,"unknown",404,"Memphis",2024,"I","4","Dominic Foster","D",NA,"Gr.",NA,"South London"," England","JL Mann High School","East Tennessee State","https://gotigersgo.com/sports/mens-soccer/roster/dominic-foster/11507","SOUTH LONDON, ENGLAND","SOUTH LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1099",5539,23,"unknown",404,"Memphis",2024,"I","6","Giorgos Kondylis","MF","5' 11""","So.",NA,"Limassol"," Cyprus",NA,NA,"https://gotigersgo.com/sports/mens-soccer/roster/giorgos-kondylis/11492","LIMASSOL, CYPRUS","LIMASSOL CYPRUS",NA,"CYPRUS","CYPRUS","Europe","Southern Europe"
"1100",5540,1031,"unknown",404,"Memphis",2024,"I","7","Gabriel Christensen","F","5' 8""","Sr.",NA,"Aalborg"," Denmark","Aalborghus Gymnasium","Coastal Carolina University","https://gotigersgo.com/sports/mens-soccer/roster/gabriel-christensen/11489","AALBORG, DENMARK","AALBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1101",5541,1001,"unknown",404,"Memphis",2024,"I","8","Adam Yousfi","MF",NA,"Jr.",NA,"Lyon"," France","Lycée Saint Louis-Saint Bruno","Campbell University","https://gotigersgo.com/sports/mens-soccer/roster/adam-yousfi/11511","LYON, FRANCE","LYON FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1102",5544,3248,"unknown",404,"Memphis",2024,"I","11","Sebastian Schmalbach","F/MF",NA,"Fr.",NA,"Bad Honnef"," Germany","Internationale Hochschule",NA,"https://gotigersgo.com/sports/mens-soccer/roster/sebastian-schmalbach/11518","BAD HONNEF, GERMANY","BAD HONNEF GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1103",5576,292,"unknown",418,"Michigan",2024,"I","16","Murphy Parker","M","5' 10""","So.",NA,"London"," England","Charterhouse",NA,"https://mgoblue.com/sports/mens-soccer/roster/murphy-parker/25409","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1104",5588,3260,"unknown",418,"Michigan",2024,"I","33","Charlie Lawrence","M","5' 11""","Sr.",NA,"Swindon"," England","Lydiard Park Academy",NA,"https://mgoblue.com/sports/mens-soccer/roster/charlie-lawrence/25401","SWINDON, ENGLAND","SWINDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1105",5591,3262,"unknown",418,"Michigan",2024,"I","36","Pierre Lurot","D","6' 3""","Gr.",NA,"Bourges"," France","Marguerite de Navarre",NA,"https://mgoblue.com/sports/mens-soccer/roster/pierre-lurot/25711","BOURGES, FRANCE","BOURGES FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1106",5599,3266,"unknown",490,"NC State",2024,"I","7","Jarvis Cleal","D","6' 2''","Jr.",NA,"Yeovil"," England",NA,"West Bromwich Albion","https://gopack.com/sports/mens-soccer/roster/jarvis-cleal/13059","YEOVIL, ENGLAND","YEOVIL ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1107",5603,3268,"unknown",490,"NC State",2024,"I","11","Henrique Santos","MF/F","5' 9''","Sr.",NA,"Algarve"," Portugal",NA,"Lake Erie College","https://gopack.com/sports/mens-soccer/roster/henrique-santos/13072","ALGARVE, PORTUGAL","ALGARVE PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"1108",5624,3279,"unknown",469,"New Hampshire",2024,"I","3","Max Voigt","B","5' 11''","Fr.",NA,"Oberkotzau"," Germany",NA,"VFB Stuttgart","https://unhwildcats.com/sports/mens-soccer/roster/max-voigt/11289","OBERKOTZAU, GERMANY","OBERKOTZAU GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1109",5627,2265,"unknown",469,"New Hampshire",2024,"I","7","Baptiste Gateau","B","6' 3''","Gr.",NA,"Rennes"," France",NA,"University of Mobile","https://unhwildcats.com/sports/mens-soccer/roster/baptiste-gateau/10545","RENNES, FRANCE","RENNES FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1110",5629,3281,"unknown",469,"New Hampshire",2024,"I","9","Mattéo Brossel","M","5' 9''","Gr.",NA,"Toulon"," France",NA,"Hyères 83 FC","https://unhwildcats.com/sports/mens-soccer/roster/matto-brossel/11291","TOULON, FRANCE","TOULON FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1111",5632,125,"unknown",469,"New Hampshire",2024,"I","12","Terry Makedika","M","6' 1''","Jr.",NA,"Paris"," France",NA,"Arizona Western College","https://unhwildcats.com/sports/mens-soccer/roster/terry-makedika/11293","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1112",5641,292,"unknown",469,"New Hampshire",2024,"I","22","Aaron Williams Fernandez","B","6' 2''","Sr.",NA,"London"," England",NA,"Columbia College","https://unhwildcats.com/sports/mens-soccer/roster/aaron-williams-fernandez/10544","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1113",5649,292,"unknown",469,"New Hampshire",2024,"I","31","Harry Way","GK","6' 3''","Gr.",NA,"London"," England",NA,"University of Oxford","https://unhwildcats.com/sports/mens-soccer/roster/harry-way/11299","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1114",5651,198,"unknown",469,"New Hampshire",2024,"I",NA,"Matteo Piccardo","B","5' 7''","So.",NA,"Genova"," Italy",NA,"U.S Pergolettese","https://unhwildcats.com/sports/mens-soccer/roster/matteo-piccardo/10552","GENOVA, ITALY","GENOVA ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"1115",5660,988,"unknown",457,"North Carolina",2024,"I","9","Martin Vician","F","6' 4''","Gr.",NA,"Bratislava"," Slovakia","Evangelical lyceum","Harvard","https://goheels.com/sports/mens-soccer/roster/martin-vician/26084","BRATISLAVA, SLOVAKIA","BRATISLAVA SLOVAKIA",NA,"SLOVAKIA","SLOVAKIA","Europe","Eastern Europe"
"1116",5664,3293,"unknown",457,"North Carolina",2024,"I","13","Bertil Hansen","F","6' 1''","Fr.",NA,"Slagelse"," Denmark",NA,NA,",https://goheels.com/sports/mens-soccer/roster/bertil-hansen/26105","SLAGELSE, DENMARK","SLAGELSE DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1117",5675,2357,"unknown",457,"North Carolina",2024,"I","24","Alejandro Saborio","GK","6' 0''","Fr.",NA,"Geneva"," Switzerland",NA,NA,",https://goheels.com/sports/mens-soccer/roster/alejandro-saborio/26103","GENEVA, SWITZERLAND","GENEVA SWITZERLAND",NA,"SWITZERLAND","SWITZERLAND","Europe","Eastern Europe"
"1118",5688,2594,"unknown",457,"North Carolina",2024,"I","37","Martin Mai","F","5' 7''","Fr.",NA,"Aarhus"," Denmark","Marselisborg Gymnasium",NA,"https://goheels.com/sports/mens-soccer/roster/martin-mai/26106","AARHUS, DENMARK","AARHUS DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1119",5697,292,"unknown",518,"Ohio State",2024,"I","5","Johnny Rush","Midfielder","5' 11''","Fr.","Sport Industry","London"," England","Repton School",NA,"https://ohiostatebuckeyes.com/sports/mens-soccer/roster/johnny-rush/11259","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1120",5698,3300,"unknown",518,"Ohio State",2024,"I","6","Thomas Gilej","Defender","6' 3''","R-Sr.","Specialized Master's of Finance","Wuppertal"," Germany",NA,NA,"https://ohiostatebuckeyes.com/sports/mens-soccer/roster/thomas-gilej/11238","WUPPERTAL, GERMANY","WUPPERTAL GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1121",5699,3301,"unknown",518,"Ohio State",2024,"I","7","Marko Borkovic","Midfielder","5' 11''","Jr.","Consumer and Family Financial Services","Maidenhead"," England","Furze Platt Senior School",NA,"https://ohiostatebuckeyes.com/sports/mens-soccer/roster/marko-borkovic/11235","MAIDENHEAD, ENGLAND","MAIDENHEAD ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1122",5718,488,"unknown",518,"Ohio State",2024,"I","30","Siggi Magnusson","Defender","6' 2''","Gr.","Industrial and Systems Engineering","Vestmannaeyjar"," Iceland",NA,NA,"https://ohiostatebuckeyes.com/sports/mens-soccer/roster/siggi-magnusson/11240","VESTMANNAEYJAR, ICELAND","VESTMANNAEYJAR ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"1123",5720,3313,"unknown",523,"Old Dominion",2024,"I","1","Michael Statham","Goalkeeper","6-4","Junior",NA,"Stockport"," England",NA,"Loughborough College","https://odusports.com/sports/mens-soccer/roster/player/michael-statham","STOCKPORT, ENGLAND","STOCKPORT ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1124",5721,3314,"unknown",523,"Old Dominion",2024,"I","2","Alex Render","Defender","6-1","Senior",NA,"Hull"," England","Howden Secondary School","Limestone","https://odusports.com/sports/mens-soccer/roster/player/alex-render","HULL, ENGLAND","HULL ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1125",5722,927,"unknown",523,"Old Dominion",2024,"I","3","Paul Sarac","Defender","5-8","Graduate Student",NA,"Graz"," Austria",NA,NA,"https://odusports.com/sports/mens-soccer/roster/player/paul-sarac","GRAZ, AUSTRIA","GRAZ AUSTRIA",NA,"AUSTRIA","AUSTRIA","Europe","Eastern Europe"
"1126",5725,3315,"unknown",523,"Old Dominion",2024,"I","6","Andrew Bennett","Midfield","6-2","Graduate Student",NA,"Broxbourne"," England",NA,"FIU","https://odusports.com/sports/mens-soccer/roster/player/andrew-bennett","BROXBOURNE, ENGLAND","BROXBOURNE ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1127",5726,210,"unknown",523,"Old Dominion",2024,"I","7","William Arnesen","Forward","5-8","Sophomore",NA,"Hillerod"," Denmark",NA,NA,"https://odusports.com/sports/mens-soccer/roster/player/william-arnesen","HILLEROD, DENMARK","HILLEROD DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1128",5731,3319,"unknown",523,"Old Dominion",2024,"I","12","Lewis Redding","Defender","5-11","Graduate Student",NA,"Shrewsbury"," England",NA,"Charleston (W.Va.)","https://odusports.com/sports/mens-soccer/roster/player/lewis-redding","SHREWSBURY, ENGLAND","SHREWSBURY ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1129",5732,3300,"unknown",523,"Old Dominion",2024,"I","13","Nick Osygus","Defender","5-9","Redshirt Junior",NA,"Wuppertal"," Germany",NA,"Carl- Fuhlrotty- Gymnasium","https://odusports.com/sports/mens-soccer/roster/player/nick-osygus","WUPPERTAL, GERMANY","WUPPERTAL GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1130",5741,3321,"unknown",523,"Old Dominion",2024,"I","22","Marcelo Randolf","Defender","5-10","Freshman",NA,"Lyngs"," Denmark",NA,NA,"https://odusports.com/sports/mens-soccer/roster/player/marcelo-randolf","LYNGS, DENMARK","LYNGS DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1131",5750,1348,"unknown",528,"Oregon State",2024,"I","2","Pol Morlans","D","6'1""","Jr.",NA,"Barcelona"," Spain",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/pol-morlans/10603","BARCELONA, SPAIN","BARCELONA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1132",5751,209,"unknown",528,"Oregon State",2024,"I","3","Fran Cortijo","D","5'11""","R-Sr.",NA,"Valencia"," Spain",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/fran-cortijo/10570","VALENCIA, SPAIN","VALENCIA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1133",5752,3322,"unknown",528,"Oregon State",2024,"I","4","Oriol Vidal","D","6'1""","So.",NA,"Terrassa"," Spain",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/oriol-vidal/10598","TERRASSA, SPAIN","TERRASSA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1134",5755,1979,"unknown",528,"Oregon State",2024,"I","7","Sergi Solans","F","6'2""","R-Fr.",NA,"Lleida"," Spain",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/sergi-solans/10604","LLEIDA, SPAIN","LLEIDA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1135",5756,3323,"unknown",528,"Oregon State",2024,"I","8","Pere Belmonte","M","5'11""","R-Sr.",NA,"Castellar del Valles"," Spain",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/pere-belmonte/10569","CASTELLAR DEL VALLES, SPAIN","CASTELLAR DEL VALLES SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1136",5759,3326,"unknown",528,"Oregon State",2024,"I","11","Arnau Farnos","MF","5'9""","Jr.",NA,"Riudoms"," Spain",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/arnau-farnos/10572","RIUDOMS, SPAIN","RIUDOMS SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1137",5768,3330,"unknown",528,"Oregon State",2024,"I","21","Fabian Straudi","M","5'9""","R-Jr.",NA,"St. Georgen"," Italy",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/fabian-straudi/10580","ST GEORGEN, ITALY","ST GEORGEN ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"1138",5769,340,"unknown",528,"Oregon State",2024,"I","22","Nicklas Lund","D","6'1""","Sr.",NA,"Hamburg"," Germany",NA,NA,"https://osubeavers.com/sports/mens-soccer/roster/nicklas-lund/10574","HAMBURG, GERMANY","HAMBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1139",5779,3335,"unknown",539,"Penn State",2024,"I","3","Matthew Henderson","Defender","5-10","Junior","Kinesiology","Larkhall"," Scotland","Larkhall Academy",NA,"https://gopsusports.com/sports/mens-soccer/roster/player/matthew-henderson","LARKHALL, SCOTLAND","LARKHALL SCOTLAND",NA,"SCOTLAND","SCOTLAND","Europe","Northern Europe"
"1140",5786,778,"unknown",539,"Penn State",2024,"I","10","Freddie Bell","Midfielder","5-11","Sophomore","Division of Undergraduate Studies","Surrey"," England","Lingfield",NA,"https://gopsusports.com/sports/mens-soccer/roster/player/freddie-bell","SURREY, ENGLAND","SURREY ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1141",5803,3343,"unknown",539,"Penn State",2024,"I","31","Fredrick Grundin","Goalkeeper","6-1","Redshirt Freshman","Science","Täby"," Sweden","Tibble Gymnasium",NA,"https://gopsusports.com/sports/mens-soccer/roster/player/fredrick-grundin","TÄBY, SWEDEN","TÄBY SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"1142",5835,1281,"unknown",308,"Purdue-Fort Wayne",2024,"I","2","Marcos Soria","D","5' 9""","Jr.",NA,"Seville"," Spain","IES Manuel de Falla","Western Texas","https://gomastodons.com/sports/mens-soccer/roster/marcos-soria/9372","SEVILLE, SPAIN","SEVILLE SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"1143",5872,291,"unknown",630,"San Jose State",2024,"I","8","Cameron Cook","Midfielder","5-7","Freshman",NA,"Milton Keynes"," England","Milton Keynes HS",NA,"https://sjsuspartans.com/sports/mens-soccer/roster/player/cameronc-cook","MILTON KEYNES, ENGLAND","MILTON KEYNES ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1144",5873,291,"unknown",630,"San Jose State",2024,"I","9","Arnold Matshazi","Forward","5-9","Freshman",NA,"Milton Keynes"," England","Oakgrove School",NA,"https://sjsuspartans.com/sports/mens-soccer/roster/player/arnold-matshazi","MILTON KEYNES, ENGLAND","MILTON KEYNES ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1145",5883,3362,"unknown",630,"San Jose State",2024,"I","19","Jesper Bakli","Midfielder","5-8","Freshman",NA,"Finnsnes"," Norway","Narvik Videregående Skole",NA,"https://sjsuspartans.com/sports/mens-soccer/roster/player/jesper-bakli","FINNSNES, NORWAY","FINNSNES NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"1146",5899,1687,"unknown",635,"Seton Hall",2024,"I","2","Rikard Cederberg","D","6' 1''","Sr.",NA,"Gothenburg"," Sweden",NA,"Bellarmine","https://shupirates.com/sports/mens-soccer/roster/rikard-cederberg/7270","GOTHENBURG, SWEDEN","GOTHENBURG SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"1147",5903,2250,"unknown",635,"Seton Hall",2024,"I","6","Konstantin Donalies","D","6' 1''","Jr.",NA,"Bremen"," Germany",NA,"Gymnasium links der Weser","https://shupirates.com/sports/mens-soccer/roster/konstantin-donalies/7272","BREMEN, GERMANY","BREMEN GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1148",5904,3368,"unknown",635,"Seton Hall",2024,"I","7","Nicolas Baala King Obama","F",NA,"Jr.",NA,"Tours"," France",NA,"University of Tours","https://shupirates.com/sports/mens-soccer/roster/nicolas-baala-king-obama/7394","TOURS, FRANCE","TOURS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1149",5905,3369,"unknown",635,"Seton Hall",2024,"I","8","Virgil Dall'Agnol","M","6' 0''","Jr.",NA,"Grenoble"," France",NA,"FC Montceau Bourgogne","https://shupirates.com/sports/mens-soccer/roster/virgil-dallagnol/7271","GRENOBLE, FRANCE","GRENOBLE FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1150",5906,3370,"unknown",635,"Seton Hall",2024,"I","9","Tim Ströbeck","F","6' 0''","Sr.",NA,"Hassleholm"," Sweden",NA,"Clemson","https://shupirates.com/sports/mens-soccer/roster/tim-strbeck/7287","HASSLEHOLM, SWEDEN","HASSLEHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"1151",5907,3371,"unknown",635,"Seton Hall",2024,"I","10","Hugo Gerbore","M","5' 5''","Jr.",NA,"Moelan Sur Mer"," France",NA,"GSI Pontivy","https://shupirates.com/sports/mens-soccer/roster/hugo-gerbore/7277","MOELAN SUR MER, FRANCE","MOELAN SUR MER FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"1152",5909,3372,"unknown",635,"Seton Hall",2024,"I","12","Soren Jensen","GK","6' 6''","Gr.",NA,"Nyborg"," Denmark",NA,"Nyborg Gymnasium","https://shupirates.com/sports/mens-soccer/roster/soren-jensen/7292","NYBORG, DENMARK","NYBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1153",5910,340,"unknown",635,"Seton Hall",2024,"I","13","Til Kauschke","M",NA,"Fr.",NA,"Hamburg"," Germany",NA,NA,"https://shupirates.com/sports/mens-soccer/roster/til-kauschke/7293","HAMBURG, GERMANY","HAMBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1154",5911,1687,"unknown",635,"Seton Hall",2024,"I","14","Mans Saebbo","F","6' 1''","Sr.",NA,"Gothenburg"," Sweden",NA,"Aspero Sports","https://shupirates.com/sports/mens-soccer/roster/mans-saebbo/7284","GOTHENBURG, SWEDEN","GOTHENBURG SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"1155",5913,3373,"unknown",635,"Seton Hall",2024,"I","16","Axel Berglund","M","6' 1''","Jr.",NA,"Turku"," Finland",NA,"Darlington School","https://shupirates.com/sports/mens-soccer/roster/axel-berglund/7268","TURKU, FINLAND","TURKU FINLAND",NA,"FINLAND","FINLAND","Europe","Northern Europe"
"1156",5916,3374,"unknown",635,"Seton Hall",2024,"I","19","Sam Bjork","D","6' 0''","Sr.",NA,"Huskvarna"," Sweden",NA,"Huskvarna FF","https://shupirates.com/sports/mens-soccer/roster/sam-bjork/7269","HUSKVARNA, SWEDEN","HUSKVARNA SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"1157",5918,744,"unknown",635,"Seton Hall",2024,"I","21","Stan De Vries","M","6' 1''","Gr.",NA,"Utrecht"," Netherlands",NA,"Amadeus Lyceum","https://shupirates.com/sports/mens-soccer/roster/stan-de-vries/7294","UTRECHT, NETHERLANDS","UTRECHT NETHERLANDS",NA,"NETHERLANDS","NETHERLANDS","Europe","Western Europe"
"1158",5922,3377,"unknown",635,"Seton Hall",2024,"I","25","Jon Vignir Pétursson","M",NA,"So.",NA,"Selfoss"," Iceland",NA,NA,"https://shupirates.com/sports/mens-soccer/roster/jon-vignir-ptursson/7296","SELFOSS, ICELAND","SELFOSS ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"1159",5926,188,"unknown",648,"South Carolina",2024,"I","1","Filip Versterre","GK","6-3","Freshman",NA,"Copenhagen"," Denmark","Copenhagen",NA,"https://gamecocksonline.com/sports/msoc/roster/player/filip-versterre/","COPENHAGEN, DENMARK","COPENHAGEN DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1160",5930,3381,"unknown",648,"South Carolina",2024,"I","5","William Nilsson","D","6-2","Junior",NA,"Helsingborg"," Sweden","Filbornaskolan",NA,"https://gamecocksonline.com/sports/msoc/roster/player/william-nilsson/","HELSINGBORG, SWEDEN","HELSINGBORG SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"1161",5931,3382,"unknown",648,"South Carolina",2024,"I","6","Mika Habel","M","5-10","Sophomore",NA,"Regensburg"," Germany","Gymnasium Lappersorf",NA,"https://gamecocksonline.com/sports/msoc/roster/player/mika-habel/","REGENSBURG, GERMANY","REGENSBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"1162",5934,3383,"unknown",648,"South Carolina",2024,"I","9","Einar Ness","F","6-2","Sophomore",NA,"Tromsdalen"," Norway","Tromsdalen Videregående","University of Norway","https://gamecocksonline.com/sports/msoc/roster/player/einar-ness/","TROMSDALEN, NORWAY","TROMSDALEN NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"1163",5936,2094,"unknown",648,"South Carolina",2024,"I","11","Ronnie McGrath","M","5-8","Freshman",NA,"York"," England","Fulford School",NA,"https://gamecocksonline.com/sports/msoc/roster/player/ronnie-mcgrath/","YORK, ENGLAND","YORK ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1164",5937,3385,"unknown",648,"South Carolina",2024,"I","12","Sebastian Reventlow-Mourier","M","5-11","Senior",NA,"Viborg"," Denmark",NA,"East Tennessee State","https://gamecocksonline.com/sports/msoc/roster/player/sebastian-reventlow-mourier/","VIBORG, DENMARK","VIBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"1165",5943,3219,"unknown",648,"South Carolina",2024,"I","18","Alfie Hughes","M","5-7","Sophomore",NA,"Middlesbrough"," England",NA,"Boston College","https://gamecocksonline.com/sports/msoc/roster/player/alfie-hughes/","MIDDLESBROUGH, ENGLAND","MIDDLESBROUGH ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1166",5947,292,"unknown",648,"South Carolina",2024,"I","22","Ted Cargill","M","6-0","Junior",NA,"London"," England","Elthorne Park","Boston College","https://gamecocksonline.com/sports/msoc/roster/player/ted-cargill/","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"1167",5948,102,"unknown",648,"South Carolina",2024,"I","23","Harrison Myring","F","6-2","Senior",NA,"Leicester"," England","Beauchamp College",NA,"https://gamecocksonline.com/sports/msoc/roster/player/harrison-myring/","LEICESTER, ENGLAND","LEICESTER ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
